text asli,text_prepro,compound scores,Sentimen
sekadar dulu keluhan ganti alamat email sudah terdaftar akun bareksa solusinya kurang memuaskan bareksa dapat memudahkan investor sudah membeli reksa dana situs dengan alamat email berbeda,sekadar dulu keluh ganti alamat email sudah daftar akun bareksa solusi kurang muas bareksa dapat mudah investor sudah beli reksa dana situs dengan alamat email beda,25,Positif
ingin bertanya prosesnya lama sekali transaksi tersebut melihat pembayaran sedang berlangsung terlihat saldo berapa tersemat aplikasi kenapa persentasenya muncul saham saya beli,ingin tanya proses lama sekali transaksi sebut lihat bayar sedang langsung lihat saldo berapa semat aplikasi kenapa persentase muncul saham saya beli,4,Positif
bareksa aplikasi pakai buka respon saya sedikit kecewa padahal mulai berinvestasi terkadang ingin melihat perkembangan investasi saya cenderung stuck gagal terus menanggapi,bareksa aplikasi pakai buka respon saya sedikit kecewa padahal mulai investasi terkadang ingin lihat kembang investasi saya cenderung stuck gagal terus tanggap,-15,Negatif
sering force closeapalagi kalau telat update softwarenya problemnya tetap adamana update software lebih sebulan sekali,sering force closeapalagi kalau telat update softwarenya problem tetap adamana update software lebih bulan sekali,-6,Negatif
kapan bisa melakukan top up virtual account cukup repot kalau transfer kirim bukti transfernya sebaiknya mencoba membuatnya lebih praktis menyertakan opsi pembayaran melalui virtual account,kapan bisa laku top up virtual account cukup repot kalau transfer kirim bukti transfer baik coba buat lebih praktis serta opsi bayar lalu virtual account,14,Positif
sebenarnya suka aplikasi hanya deposit depositnya lambat nunggu berhari hari jadi kehilangan momen padahal jaman canggih kok lemot kayak kurakura,benar suka aplikasi hanya deposit deposit lambat nunggu hari hari jadi hilang momen padahal jaman canggih kok lot kayak kurakura,-17,Negatif
banyak produk portofolio kurang menarik kurang populer investasi dibandingkan aplikasi seed waktu proses investasi penarikan lebih lama ditambah pembayaran top up dapat dilakukan menggunakan gopay,banyak produk portofolio kurang tarik kurang populer investasi banding aplikasi seed waktu proses investasi tari lebih lama tambah bayar top up dapat laku guna gopay,20,Positif
coba login akun bareksa selalu gagal katanya terjadi error padahal belum pernah ganti pin sudah coba ganti pin tapi kode verifikasinya lama,coba login akun bareksa selalu gagal kata jadi error padahal belum pernah ganti pin sudah coba ganti pin tapi kode verifikasi lama,-11,Negatif
terdaftar giliran login situ tertulis emailnya salah padahal emailnya benar aneh sekali sumpah,daftar gilir login situ tulis email salah padahal email benar aneh sekali sumpah,-3,Negatif
pembaruan aplikasi terlalu sering padahal fiturnya sama jika yang baru harus menginstalnya resikonya kalau diupdate aplikasinya bisa dibuka,baru aplikasi terlalu sering padahal fiturnya sama jika yang baru harus menginstalnya resiko kalau diupdate aplikasi bisa buka,-18,Negatif
silakan mendaftar menggunakan paspor,sila daftar guna paspor,3,Positif
mohon tingkatkan keamanan aplikasinya seringkali akun tiba tiba keluar sendiri,mohon tingkat aman aplikasi seringkali akun tiba tiba keluar sendiri,-8,Negatif
kemarin mencoba melakukan penarikan memastikan data rekening bank sesuai data ktp hari ternyata dana masuk rekening coba tanya customer service katanya pengembalian tidak jelas mana pengembaliannya tidak pemberitahuan terjadi retur bagaimana solusinya olah tidak bertanya tidak mendapatkan informasi pengembalian,kemarin coba laku tari pasti data rekening bank sesuai data ktp hari nyata dana masuk rekening coba tanya customer service kata kembali tidak jelas mana kembali tidak pemberitahuan jadi retur bagaimana solusi olah tidak tanya tidak dapat informasi kembali,-4,Negatif
layanan reksa dana oke meski bukan terbaik kualitas aplikasi mobile kurang sangat buruk,layan reksa dana oke meski bukan baik kualitas aplikasi mobile kurang sangat buruk,5,Positif
halo admin update harga bareksa selalu telat harga november kok baru muncul hari tanggal november bingung menentukan waktu tepat berinvestasi,halo admin update harga bareksa selalu telat harga november kok baru muncul hari tanggal november bingung tentu waktu tepat investasi,-11,Negatif
proses pengiriman otp menjual reksa dana selalu bermasalah loadingnya lama padahal koneksi internet normalmenggunakan wifi,proses kirim otp jual reksa dana selalu masalah loadingnya lama padahal koneksi internet normalmenggunakan wifi,0,Positif
fitur ganti email kode verifikasi terkirim tampilannya berubah masukkan kode verifikasi langsung buka email handphone lalu aplikasi bareksa tampilan lagi menu ganti email harusnya di masuk ke menu kode verifikasi,fitur ganti email kode verifikasi kirim tampil ubah masuk kode verifikasi langsung buka email handphone lalu aplikasi bareksa tampil lagi menu ganti email harus di masuk ke menu kode verifikasi,-8,Negatif
silakan tambahkan sistem pembayaran jika hapus keterangan aplikasi bertuliskan investasi semudah belanja online ditambah yang universal shopepaygopay tetap transfer manual upload bukti transfer semua,sila tambah sistem bayar jika hapus terang aplikasi tulis investasi mudah belanja online tambah yang universal shopepaygopay tetap transfer manual upload bukti transfer semua,-3,Negatif
sulit melakukan transaksi pembayaran hanya melalui bca perbaikan pengembangan diminta transaksi menjadi lebih nyaman,sulit laku transaksi bayar hanya lalu bca baik kembang minta transaksi jadi lebih nyaman,22,Positif
bareksa sebenarnya kasih bintang saya kasih bintang beli pencairan reksa dananya lama hampir minggu mau ganti data diri susah chat customer service beberapa kali hingga akhirnya diubah semoga segera diperbaiki,bareksa benar kasih bintang saya kasih bintang beli cair reksa dana lama hampir minggu mau ganti data diri susah chat customer service beberapa kali hingga akhir ubah moga segera baik,6,Positif
makanya mulai susah masuk aplikasinya sudah seminggu susah masuk aplikasinya terus uninstall lalu install mohon diperbaiki padahal sebelumnya memasuki aplikasi mudah,makanya mulai susah masuk aplikasi sudah minggu susah masuk aplikasi terus uninstall lalu install mohon baik padahal belum pasuk aplikasi mudah,-20,Negatif
update aplikasinya error portofolio transaksi fitur rumah terlihat,update aplikasi error portofolio transaksi fitur rumah lihat,3,Positif
bareksa masalah apa kamu alami login informasinya dapat terhubung server sudah menginstalnya tetapi tidak berhasil,bareksa masalah apa kamu alami login informasi dapat hubung server sudah menginstalnya tetapi tidak hasil,-6,Negatif
begitu sulit mendaftar mohon lamarannya diperbaiki pelamar baru sulit mendaftar,begitu sulit daftar mohon lamar baik lamar baru sulit daftar,7,Positif
mohon maaf keluar broker karena selisih nominal pembelian reksa dana k menjadi k juga dipotong unit didapat adminnya mahal lambat sekali responnya saya ingin komentar dibalas bentuk kiriman email siasia langsung intinya,mohon maaf keluar broker karena selisih nominal beli reksa dana k jadi k juga potong unit dapat adminnya mahal lambat sekali responnya saya ingin komentar balas bentuk kirim email siasia langsung inti,5,Positif
minggu daftar buka rekening reksa sekarang disetujui tidak masalah coba kalau lancar nyaman tambah bintangtks,minggu daftar buka rekening reksa sekarang tuju tidak masalah coba kalau lancar nyaman tambah bintangtks,12,Positif
cukup bagus sayang sekali proses pembelian pencairannya memakan waktu lama mengingat era sekarang serba instan cepat semoga kedepannya jauh lebih baik,cukup bagus sayang sekali proses beli cair makan waktu lama ingat era sekarang serba instan cepat moga depan jauh lebih baik,13,Positif
fitur beli emas hingga ini digunakan meski berbulanbulan ada kejelasan kapan bisa digunakan perbaiki,fitur beli emas hingga ini guna meski berbulanbulan ada jelas kapan bisa guna baik,6,Positif
bisa mendaftar aplikasi bareksa ingin mendaftar berinvestasi tampilan tanda tangan dapat diproses bareksa mohon terima pendaftaran segera tidak saya akan melaporkannya polisi,bisa daftar aplikasi bareksa ingin daftar investasi tampil tanda tangan dapat proses bareksa mohon terima daftar segera tidak saya akan lapor polisi,3,Positif
update nab nya gan telat banget keseluruhan ada masalah itu terima kasih,update nab nya gan telat banget seluruh ada masalah itu terima kasih,-2,Negatif
entah beberapa kali aplikasi tiba tiba restart sendiri jadi hapus aplikasinya dulu baru login,entah beberapa kali aplikasi tiba tiba restart sendiri jadi hapus aplikasi dulu baru login,-29,Negatif
saat memasukkan pin dikatakan pin salah padahal pin masukkan benar ketika saya menekan opsi ganti pin dikatakan terjadi kesalahan mohon ikuti,saat masuk pin kata pin salah padahal pin masuk benar ketika saya tekan opsi ganti pin kata jadi salah mohon ikut,-17,Negatif
inilah sebabnya aplikasi bisa dibuka server terus error memasukkan pin padahal pin benar,ini sebab aplikasi bisa buka server terus error masuk pin padahal pin benar,-8,Negatif
banyak produk investasi bisa dipilih cukup menarik proses jual belinya dipercepat jangan tinggal berhari hari jadi harga unit dibeli dijual pasti jangan menunggu lama harga satuan berubah hal bisa merugikan investor harap tingkatkan kinerja terima kasih,banyak produk investasi bisa pilih cukup tarik proses jual beli cepat jangan tinggal hari hari jadi harga unit beli jual pasti jangan tunggu lama harga satu ubah hal bisa rugi investor harap tingkat kerja terima kasih,19,Positif
bisa daftar akun baru stuck pengisian password klik next pop up koneksi server terputus mohon segera diperbaiki,bisa daftar akun baru stuck isi password klik next pop up koneksi server putus mohon segera baik,19,Positif
jengkel update dikit habis update hari minta update kalau diupdate bisa di buka kasihan memorinya minim,jengkel update dikit habis update hari minta update kalau diupdate bisa di buka kasihan memori minim,-4,Negatif
suka bareksa pertahankan respon cepat tim bareksa keluhan pengguna terima kasih atas pelayanannya,suka bareksa tahan respon cepat tim bareksa keluh guna terima kasih atas layan,8,Positif
genap setahun berapa kali diupdate terakhir memperbarui aplikasi anda tidak membukanya,genap tahun berapa kali diupdate akhir baru aplikasi anda tidak buka,-13,Negatif
bisa login mohon bantuannya segera memperbaikinya padahal alamat email password benar aplikasi sering keluar,bisa login mohon bantu segera baik padahal alamat email password benar aplikasi sering keluar,5,Positif
melakukan transaksi pembayaran status transaksi menunggu pembayaran padahal uang rekening saya sudah terpotong memang begini biasanya beli langsung pembelian unit sedang proses,laku transaksi bayar status transaksi tunggu bayar padahal uang rekening saya sudah potong memang begini biasa beli langsung beli unit sedang proses,10,Positif
mau daftar aplikasinya bug fitur kamera digunakan tidak bisa upload gambar,mau daftar aplikasi bug fitur kamera guna tidak bisa upload gambar,0,Positif
konek server lama seringkali bisa kurang nyaman digunakan kita berdomisili papua lebih sulit berinvestasi,konek server lama seringkali bisa kurang nyaman guna kita domisili papua lebih sulit investasi,-1,Negatif
susah upload bukti pembayaran lewat aplikasi cek double cek akun browser mohon diperbaiki bareksa,susah upload bukti bayar lewat aplikasi cek double cek akun browser mohon baik bareksa,-11,Negatif
beginilah cara mendaftar masuk handphone tapi malah kodenya dikirim nomor yang lama hilang lalu bagaimana cara mendaftarnya,begini cara daftar masuk handphone tapi malah kode kirim nomor yang lama hilang lalu bagaimana cara daftar,-16,Negatif
cukup bagus saran memungkinkan bareksa memiliki rekening mandiri nasabah dikenakan biaya administrasi tambahkan linkaja gopay semua saran menjadi kenyataan berjanji memberi bintang,cukup bagus saran mungkin bareksa milik rekening mandiri nasabah kena biaya administrasi tambah linkaja gopay semua saran jadi nyata janji beri bintang,12,Positif
kalau bareksa mohon mencairkan ovo menurut lebih mudah mencairkan produk reksa dana ovo,kalau bareksa mohon cair ovo turut lebih mudah cair produk reksa dana ovo,10,Positif
pembelian produk menunggu hari kerja harga dibeli pasti niatnya beli pas harganya turun saya dapatnya pas harganya naik coba perbaiki transaksinya lebih cepat,beli produk tunggu hari kerja harga beli pasti niat beli pas harga turun saya dapat pas harga naik coba baik transaksi lebih cepat,38,Positif
kok lama sekali accnya padahal mendaftar kemarin sekarang terakses padahal sudah melengkapi ktp tt,kok lama sekali accnya padahal daftar kemarin sekarang akses padahal sudah lengkap ktp tt,-6,Negatif
sudah update aplikasinya saya bisa cek bagian sbn saya klik daftar ulang ada masalah,sudah update aplikasi saya bisa cek bagi sbn saya klik daftar ulang ada masalah,-13,Negatif
update kok bisa masuk kamu punya koneksi internet padahal signal penuh update lancar,update kok bisa masuk kamu punya koneksi internet padahal signal penuh update lancar,2,Positif
aplikasinya bagus mudah digunakan sayangnya metode pembayarannya terbatas saat saya lebih memilih menggunakan aplikasi tetap semangat tim bareksa,aplikasi bagus mudah guna sayang metode bayar batas saat saya lebih pilih guna aplikasi tetap semangat tim bareksa,-5,Negatif
bareksa terhormat bisakah membantu dengan akun ketika ingin membeli informasi nomor akunnya didaftarkan sudah diunggah pendaftaran terima kasih,bareksa hormat bisa bantu dengan akun ketika ingin beli informasi nomor akun daftar sudah unggah daftar terima kasih,16,Positif
aplikasinya dapat diperbarui beberapa kali coba update dan tidak ada penjelasan lewat email,aplikasi dapat baru beberapa kali coba update dan tidak ada jelas lewat email,-4,Negatif
sulit mendaftar tanda tangan mengirim katanya berhasil tidak login,sulit daftar tanda tangan kirim kata hasil tidak login,-1,Negatif
min hari susah cek produknya katanya koneksi putus terus padahal datawifi lancar apa masalah,min hari susah cek produk kata koneksi putus terus padahal datawifi lancar apa masalah,-13,Negatif
sudah beli reksa dananya hari lalu masih proses ada portofolio padahal maksimal hari kerja kok sampai bagaimana mohon penjelasannya,sudah beli reksa dana hari lalu masih proses ada portofolio padahal maksimal hari kerja kok sampai bagaimana mohon jelas,17,Positif
setelah update versi terbaru login username tersimpan handphone biasanya update bisa,telah update versi baru login username simpan handphone biasa update bisa,-1,Negatif
bugnya terus bisa membuka aplikasi otomatis keluar sendiri coba perbaiki,bugnya terus bisa buka aplikasi otomatis keluar sendiri coba baik,1,Positif
mohon aplikasi bareksa ganti nomor handphone ganti manual ribet ganti di customer service respon susah jualnya butuh otp sekarang,mohon aplikasi bareksa ganti nomor handphone ganti manual ribet ganti di customer service respon susah jual butuh otp sekarang,-5,Negatif
kok tiap mau foto ktp kameranya hilang semua padahal coba kamera wa normalnya semua berfungsi saat pakai aplikasi tidak bisa,kok tiap mau foto ktp kamera hilang semua padahal coba kamera wa normal semua fungsi saat pakai aplikasi tidak bisa,-5,Negatif
bagus sih pas mau login ke bareksa selalu tulisan terjadi error server maksudnya apa padahal internetku bagus,bagus sih pas mau login ke bareksa selalu tulis jadi error server maksud apa padahal internetku bagus,2,Positif
aplikasinya sederhana fokus investasi mudah aman pemula mungkin lebih banyak orang bisa berekspansi eba retail instrumen investasi lainnya lebih menarik investor pemula,aplikasi sederhana fokus investasi mudah aman mula mungkin lebih banyak orang bisa ekspansi eba retail instrumen investasi lain lebih tarik investor mula,7,Positif
kok cukup susah daftarnya tinggal keluar terus kembali halaman awal pendaftaran mohon ditindak lanjuti min,kok cukup susah daftar tinggal keluar terus kembali halaman awal daftar mohon tindak lanjut min,3,Positif
pembayaran selesai transfer menggunakan mandiri belum bisa baca,bayar selesai transfer guna mandiri belum bisa baca,1,Positif
bagus pemula satusatunya pilihan pembayaran dompet digital ovo linkaja silakan tambahkan opsi pembayaran misalnya shoopepay gopay,bagus mula satusatunya pilih bayar dompet digital ovo linkaja sila tambah opsi bayar misal shoopepay gopay,3,Positif
mohon diperbaiki menampilkan simulasi selalu force close membuka tampilan simulasi,mohon baik tampil simulasi selalu force close buka tampil simulasi,8,Positif
setiap pembelian danatau penyetoran reksa dana selalu membutuhkan waktu lama proses selalu berstatus pembelian proses padahal pembelian tersebut dalam batas waktu cutoff,tiap beli danatau setor reksa dana selalu butuh waktu lama proses selalu status beli proses padahal beli sebut dalam batas waktu cutoff,1,Positif
prosesnya sangat lama bila hari libur ada pemberitahuan semoga kedepannya lebih baik,proses sangat lama bila hari libur ada pemberitahuan moga depan lebih baik,5,Positif
tidak konfirmasi pembayaran padahal tf biasanya lancar kali tidak berhasil,tidak konfirmasi bayar padahal tf biasa lancar kali tidak hasil,-4,Negatif
menyelesaikan transaksi dimohon jangan terlalu lama akan mempengaruhi harga beliunit terima kasih,selesai transaksi mohon jangan terlalu lama akan pengaruh harga beliunit terima kasih,7,Positif
jam kerja,jam kerja,-2,Negatif
akhirakhir setiap mau buka pembayaran bareksa emas lewat bank tfr selalu error juga coba install ulang tetap error,akhirakhir tiap mau buka bayar bareksa emas lewat bank tfr selalu error juga coba install ulang tetap error,1,Positif
csnya lambat banget responnya tidak malas,csnya lambat banget responnya tidak malas,-8,Negatif
proses pembelian reksa dana memakan waktu lebih lama dibandingkan kompetitor lainnya okelah voucher cashback,proses beli reksa dana makan waktu lebih lama banding kompetitor lain oke voucher cashback,11,Positif
semuanya baik saja ada informasi rasio pengeluaran sebenarnya penting yakin pimpinan tertinggi bareksa akan berpikir kali ingin membeli rumah diceritakan semua plus minusnya rumah tersebut harga rumah sendiri diberitahukan pimpinan tertinggiapalagi rakyat biasaingin beli rumah tidak diberitahu harganya rasio biaya,semua baik saja ada informasi rasio keluar benar penting yakin pimpin tinggi bareksa akan pikir kali ingin beli rumah cerita semua plus minus rumah sebut harga rumah sendiri diberitahukan pimpin tertinggiapalagi rakyat biasaingin beli rumah tidak diberitahu harga rasio biaya,22,Positif
sering mengalami kendala upload bukti pembayaran selalu muncul pesan maaf bisa diproses,sering alami kendala upload bukti bayar selalu muncul pesan maaf bisa proses,-1,Negatif
respon lambat verifikasi,respon lambat verifikasi,3,Positif
jualannya lama sekali saat masih masuk rekening atau mungkin adalah aplikasi penipuan,jual lama sekali saat masih masuk rekening atau mungkin adalah aplikasi tipu,-18,Negatif
sudah mendaftar hari lalu sampai ini terverifikasi jadi belum login mohon solusinya terima kasih,sudah daftar hari lalu sampai ini verifikasi jadi belum login mohon solusi terima kasih,13,Positif
setelah akun terverifikasi mau buka aplikasi bisa dibuka otomatis keluar sendirinya,telah akun verifikasi mau buka aplikasi bisa buka otomatis keluar sendiri,4,Positif
proses penjualan reksa dana memakan waktu sangat lama sudah lebih seminggu ada akun hadeh kecewa,proses jual reksa dana makan waktu sangat lama sudah lebih minggu ada akun hadeh kecewa,2,Positif
aplikasi bareksa ramah pengguna mohon memiliki fitur switching kami mengelola portofolio fleksibel,aplikasi bareksa ramah guna mohon milik fitur switching kami kelola portofolio fleksibel,7,Positif
hebat tidak berkomunikasi admin masalah saat transaksi,hebat tidak komunikasi admin masalah saat transaksi,-3,Negatif
mohon bimbingannya aplikasi bareksa dana tidak dibuka saya buka masuk layar depan terima kasih,mohon bimbing aplikasi bareksa dana tidak buka saya buka masuk layar depan terima kasih,4,Positif
kalau mau coba bayar pakai ovo bisa aplikasinya sepertinya stabil baru mencopot pemasangannya,kalau mau coba bayar pakai ovo bisa aplikasi seperti stabil baru copot pasang,9,Positif
sudah mendaftar lebih haritapi saat belum melakukan transaksisemoga kedepannya saya bisa mencoba mungkin tidak berhasil,sudah daftar lebih haritapi saat belum laku transaksisemoga depan saya bisa coba mungkin tidak hasil,-2,Negatif
update saya bisa konek server perbaiki,update saya bisa konek server baik,0,Positif
ada menu tujuan investasi pendidikan anak biaya pernikahan traveling lain seperti aplikasi sebelah lebih membantu pengguna,ada menu tuju investasi didik anak biaya nikah traveling lain seperti aplikasi belah lebih bantu guna,0,Positif
lebih baik topupnya menggunakan gopay early topupnya minimal k kalau k,lebih baik topupnya guna gopay early topupnya minimal k kalau k,0,Positif
mau foto ktp blank hitam diperbaiki kalau diperbaiki saya kasih bintang penuh,mau foto ktp blank hitam baik kalau baik saya kasih bintang penuh,7,Positif
diupdate bukannya jadi lebih baik malah hangus kurangi bintang menjadi,diupdate bukan jadi lebih baik malah hangus kurang bintang jadi,-7,Negatif
beri bintang dulu akun sbn terverifikasi dalam proses instalasi pertama sekarang dalam proses,beri bintang dulu akun sbn verifikasi dalam proses instalasi pertama sekarang dalam proses,9,Positif
maaf masalah sistem mengingat login kata sandi saya saya bisa masuk,maaf masalah sistem ingat login kata sandi saya saya bisa masuk,-14,Negatif
sudah mempunyai akun bareksa tidak login ganti handphone harus login mohon bantuannya terima kasih,sudah punya akun bareksa tidak login ganti handphone harus login mohon bantu terima kasih,8,Positif
biar lebih cepat gimana kalau login hehe untuk pembeliannya disarankan jualan yang butuh cepat maksimal penjualannya hari kerja,biar lebih cepat gimana kalau login hehe untuk beli saran jual yang butuh cepat maksimal jual hari kerja,0,Positif
aplikasi sulit dibuka sulit menghapus cache masih membutuhkan waktu lama membukanya,aplikasi sulit buka sulit hapus cache masih butuh waktu lama buka,-16,Negatif
dikatakan koneksi terputus sepanjang waktu padahal saya buka lain berfungsi baik mohon diperbaiki,kata koneksi putus panjang waktu padahal saya buka lain fungsi baik mohon baik,6,Positif
misi min kok sekarang belum terverifikasi daftar mulai tanggal cukup verifikasi email belum kelanjutannya,misi min kok sekarang belum verifikasi daftar mulai tanggal cukup verifikasi email belum lanjut,-2,Negatif
kakak metode pembayarannya ovo bca toko sebelah linka gopay mandiri loh yuk gan tambahkan fitur metode pembayaran mau kalah sama toko sebelah,kakak metode bayar ovo bca toko belah linka gopay mandiri loh yuk gan tambah fitur metode bayar mau kalah sama toko belah,-10,Negatif
habis update kadang sering force close mohon perhatiannya terima kasih,habis update kadang sering force close mohon perhati terima kasih,13,Positif
mohon ditanggapi bagaimana mau login kalau bisa mendaftar selalu lama banget loadnya,mohon tanggap bagaimana mau login kalau bisa daftar selalu lama banget loadnya,5,Positif
aplikasinya bagus kalau cairkan dana ke ovo terima kasih,aplikasi bagus kalau cair dana ke ovo terima kasih,3,Positif
inilah sebabnya membeli reksa dana mau bayar ovo tidak bisa transaksi gagal terus ini,ini sebab beli reksa dana mau bayar ovo tidak bisa transaksi gagal terus ini,13,Positif
tahu coba punya ktp minimal kalau punya download setelah reviewnya berubah,tahu coba punya ktp minimal kalau punya download telah reviewnya ubah,7,Positif
kesalahan layar sidik jari perbaiki oke,salah layar sidik jari baik oke,-3,Negatif
aplikasinya lama sekali pencairan uangnya tanggal cair tanggal selesai diusahakan jangan terlalu lama prosesnya,aplikasi lama sekali cair uang tanggal cair tanggal selesai usaha jangan terlalu lama proses,-27,Negatif
min gagal daftar terus tanda tangannya sesuai ktp nah gimana sudah cocok tanda tangannya masih sama gimana,min gagal daftar terus tanda tangan sesuai ktp nah gimana sudah cocok tanda tangan masih sama gimana,-5,Negatif
kok emailnya bisa aktif padahal terkirim pas klik katanya email expired,kok email bisa aktif padahal kirim pas klik kata email expired,2,Positif
dulu mendaftar pembukaan rekening saya belum disetujui,dulu daftar buka rekening saya belum tuju,0,Positif
update terjadi error data dapat ditemukan,update jadi error data dapat temu,-3,Negatif
ingin bertanya bagaimana sistem keamanan pengguna aplikasi khawatir terjadi pembobolan akun kemudian dana disimpan dibobol satu apakah bukti kekuatan hukum nasabah nasabah benar benar memiliki investasi share terima kasih,ingin tanya bagaimana sistem aman guna aplikasi khawatir jadi bobol akun kemudian dana simpan bobol satu apakah bukti kuat hukum nasabah nasabah benar benar milik investasi share terima kasih,15,Positif
aplikasinya kurang bagus jerawatan aplikasinya bohong tidak dipercaya jangan mengunduh aplikasi,aplikasi kurang bagus jerawat aplikasi bohong tidak percaya jangan unduh aplikasi,-26,Negatif
proses pembelian memakan waktu cukup lama jumat lalu coba beli kenapa tertulis unit proses pembelian,proses beli makan waktu cukup lama jumat lalu coba beli kenapa tulis unit proses beli,6,Positif
seringkali sulit dibuka padahal jaringan koneksinya bagus,seringkali sulit buka padahal jaring koneksi bagus,6,Positif
kok jualan reksadana selalu tertulis ditulis penukaran pesanan valid dicek unitnya,kok jual reksadana selalu tulis tulis tukar pesan valid cek unit,-4,Negatif
bruh loginaplikasinya keluar sendirinya coba gunakan karena aplikasi masih memiliki produk cukup aplikasi berikutnya berfungsi baik,bruh loginaplikasinya keluar sendiri coba guna karena aplikasi masih milik produk cukup aplikasi ikut fungsi baik,-11,Negatif
ingin mendaftar bareksa tidak memasukkan nomor rekening bank mohon bantuannya,ingin daftar bareksa tidak masuk nomor rekening bank mohon bantu,-2,Negatif
bisa langsung menghapus semua notifikasi dilakukan satu per satu merepotkan,bisa langsung hapus semua notifikasi laku satu per satu repot,-2,Negatif
tidak mendaftar jadi tidak login terlalu malas melanjutkan jadi uninstall aplikasinya,tidak daftar jadi tidak login terlalu malas lanjut jadi uninstall aplikasi,-22,Negatif
min aplikasi baru sering keluar sendiri perbaiki,min aplikasi baru sering keluar sendiri baik,-4,Negatif
sebenarnya bagus sayang sekali pencariannya lama padahal katanya bisa tarik dana kapan kita mau,benar bagus sayang sekali cari lama padahal kata bisa tarik dana kapan kita mau,0,Positif
sangat sulit mendaftar sudah mendaftar selama minggu belum selesai,sangat sulit daftar sudah daftar lama minggu belum selesai,2,Positif
upload bukti transaksi tertunda terus gagal pesanan memakan waktu terlalu lama masuk dalam portofolio,upload bukti transaksi tunda terus gagal pesan makan waktu terlalu lama masuk dalam portofolio,-6,Negatif
melakukan penarikan tanggal september kemarin katanya sukses tanggal september kok hari masuk akun gan,laku tari tanggal september kemarin kata sukses tanggal september kok hari masuk akun gan,-11,Negatif
lebih baik terdapat riwayat transaksi pembayaran belum dibayar lunas aplikasi dibandingkan melalui email,lebih baik dapat riwayat transaksi bayar belum bayar lunas aplikasi banding lalu email,11,Positif
terlalu lama pencairan uangnya kalau butuh bisa langsung dicairkan menunggu hari kurang enak banget kalau pakai aplikasi,terlalu lama cair uang kalau butuh bisa langsung cair tunggu hari kurang enak banget kalau pakai aplikasi,-18,Negatif
pikir updatenya semakin bagus ternyata malah semakin parah aplikasinya lemot banget aplikasinya makin lemot jerawatan,pikir updatenya makin bagus nyata malah makin parah aplikasi lot banget aplikasi makin lot jerawat,-17,Negatif
semoga ditambah fitur pengelompokan investasi berdasarkan kebutuhan misal investasi dana pensiun sekolah anak jadi kayak beda kantong investasi walaupun reksa dana yang maka kalau biaya topupnya bakalan mahal bi cepat cuma bank lain pun gratis untuk sekali top up,moga tambah fitur kelompok investasi dasar butuh misal investasi dana pensiun sekolah anak jadi kayak beda kantong investasi walaupun reksa dana yang maka kalau biaya topupnya bakal mahal bi cepat cuma bank lain pun gratis untuk sekali top up,-6,Negatif
aplikasi jelek bisa daftar berkali kali upload ktp jelas dianggap buram aplikasi rekomendasi jelek,aplikasi jelek bisa daftar kali kali upload ktp jelas anggap buram aplikasi rekomendasi jelek,-26,Negatif
makanya aplikasinya tiba tiba bisa dibuka tiap dibuka langsung close sendiri,makanya aplikasi tiba tiba bisa buka tiap buka langsung close sendiri,-6,Negatif
saham terbatas juga metode pembayaran sangat terbatas bank bisa digunakan bank danamon direct debit kalau punya susah kalau pakai ewallet biayanya mahal,saham batas juga metode bayar sangat batas bank bisa guna bank danamon direct debit kalau punya susah kalau pakai ewallet biaya mahal,-10,Negatif
aplikasi reksa dana mudah digunakan dibeli penerapannya sulit aplikasi super memiliki cara meningkatkan kecepatan perbaiki,aplikasi reksa dana mudah guna beli terap sulit aplikasi super milik cara tingkat cepat baik,17,Positif
kelebihannya fiturnya banyak kelemahannya pemrosesan keluhan permintaan memakan waktu berhari hari satu set tidak cukup,lebih fiturnya banyak lemah pemrosesan keluh minta makan waktu hari hari satu set tidak cukup,8,Positif
produk reksa dana cukup bervariasi fitur penting perlu di bareksa histori untung rugi setiap transaksi penjualan reksa dana sejauh mengetahui untung rugi realisasi investasi kami riwayat chat customer service lewat aplikasi obrolan baru muncul obrolan lama dihapus dengan akun sama dibackup melalui email aplikasi mudah ditindak lanjuti semoga segera diterbitkan ayo tim teknis bisa,produk reksa dana cukup variasi fitur penting perlu di bareksa histori untung rugi tiap transaksi jual reksa dana jauh tahu untung rugi realisasi investasi kami riwayat chat customer service lewat aplikasi obrol baru muncul obrol lama hapus dengan akun sama dibackup lalu email aplikasi mudah tindak lanjut moga segera terbit ayo tim teknis bisa,28,Positif
kok aplikasinya selalu force closes bisa masuk tanggal juni,kok aplikasi selalu force closes bisa masuk tanggal juni,-11,Negatif
bareksa kalau mau investasi pakai virtual bank kalau iya virtual bank sering error menggunakan virtual account jadi tambahkan nomor rekening bank asli terima kasih,bareksa kalau mau investasi pakai virtual bank kalau iya virtual bank sering error guna virtual account jadi tambah nomor rekening bank asli terima kasih,10,Positif
pilihan data pribadi perlu disesuaikan setiap kali scroll bawah selalu menekan item perlu akhirnya agama status perkawinan sumber pendapatan tujuan investasi cenderung berubah tidak sengaja pas mau ganti tidak bisa server error,pilih data pribadi perlu sesuai tiap kali scroll bawah selalu tekan item perlu akhir agama status kawin sumber dapat tuju investasi cenderung ubah tidak sengaja pas mau ganti tidak bisa server error,-10,Negatif
